Event ID,Title,Start Date,End Date,Hide End Date,All Day,RRULE,EXDATE,Recurrence ID,Description,Short Description,Address,City,Country,Location Details,Location Coordinates,Location Type,Event Color,Event Icon,Images IDs,Featured,Calendar Name,Calendar ID,Categories,Categories ID,External Link,External Link Text,Permalink,RSVP,Attendees Limit,Attendees Visibility,UID,Keywords,Author Name
6209,"Formazione specifica","2025-07-23 13:30:00","2025-07-23 17:30:00",0,0,,,,"<strong>Corsi per lavoratori di FORMAZIONE SPECIFICA,</strong> come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012
<ul>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio basso (4 ore): </strong>23 luglio ore 13.30-17.30</span></li>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio medio (8 ore): </strong>23 luglio ore 13.30-17.30 e 30 luglio ore 08.30-12.30</span></li>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio alto (12 ore): </strong>23 luglio ore 13.30-17.30 e 30 luglio ore 08.30-12.30 e 13.30-17.30</span></li>
</ul>
Prerequisiti:
<ul>
 	<li>Aver frequentato il corso di formazione generale;</li>
 	<li>E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</li>
</ul>
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/categoria-corsi/formazione-specifica-lavoratori/"">INFO CORSO</a>",,"Via Valdichiampo 9",Zermeghedo,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-basso-4-2-2-2-2-2-2-2-2-2-2-2-2-3-2-2/,0,0,public,e-6819bf135f2ca_8cf2519836ac74f06a79e542a89df494@stachethemes_ec.com,,admin
6208,"Formazione specifica","2025-07-01 08:30:00","2025-07-01 12:30:00",0,0,,,,"<b>Corsi per lavoratori di FORMAZIONE SPECIFICA,</b> come previsto da normativa vigente.
<ul>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio basso (4 ore): </strong>01 luglio ore 08.30-12.30</span></li>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio medio (8 ore): </strong>01 e 08 luglio ore 08.30-12.30</span></li>
 	<li><span style=""color: #000000;""><strong>Formazione specifica rischio alto (12 ore): </strong>01, 08 e 15 luglio ore 08.30-12.30</span></li>
</ul>
<span style=""color: #808080;"">Prerequisiti: aver frequentato il corso di formazione generale</span>
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/categoria-corsi/formazione-specifica-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-basso-4-2-2-2-2-2-2-2-2-2-2-2-2-3-2/,0,0,public,e-6819beb2b2484_62826e592be465412ed687365e10cf8f@stachethemes_ec.com,,admin
6207,"Formazione generale","2025-12-04 08:30:00","2025-12-04 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto da normativa vigente.
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2-2-2-2/,0,0,public,e-6819be8a78055_3682cde5648f74be81ac1f220b578b3a@stachethemes_ec.com,,admin
6206,"Formazione generale","2025-11-05 13:30:00","2025-11-05 17:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto da normativa vigente.
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2-2-2/,0,0,public,e-6819be72a0242_45f3230c9ddf72db2ab1be9d71b0eeea@stachethemes_ec.com,,admin
6205,"Formazione generale","2025-10-08 08:30:00","2025-10-08 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto da normativa vigente.
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via Valdichiampo 9",Zermeghedo,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2-2/,0,0,public,e-6819be5bbd70b_7d5ff94b79569a8400cb6b59421f7d8c@stachethemes_ec.com,,admin
6204,"Formazione generale","2025-09-09 13:30:00","2025-09-09 17:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto da normativa vigente.
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2/,0,0,public,e-6819be3fca231_efdbb0cc3bea63021ba59847e2323dc4@stachethemes_ec.com,,admin
6203,"Formazione generale","2025-07-23 08:30:00","2025-07-23 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via Valdichiampo 9",Zermeghedo,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2-2/,0,0,public,e-6819be2554bfa_5b807c87f98db406998e90c5ec5a4c4f@stachethemes_ec.com,,admin
6202,"Formazione generale","2025-06-24 08:30:00","2025-06-24 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3-2/,0,0,public,e-6819bdf70ca48_31e9b2178f60b70dcdc9a0a10d464177@stachethemes_ec.com,,admin
6166,"Formazione specifica rischio alto","2025-04-17 13:30:00","2025-04-17 17:30:00",0,0,,,,"<span style=""color: #339966;""><strong>17 aprile ore 13.30-17.30 e 23 aprile ore 08.30-12.30 e 13.30-17.30</strong></span>

<b>Corsi per lavoratori di FORMAZIONE SPECIFICA,</b> come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012

Prerequisiti: aver frequentato il corso di formazione generale
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-specifica-dei-lavoratori-rischio-alto/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-alto-4-2-2-2-2-3-3-2-2-3/,0,0,public,e-67e166b3efd61_ed832f108bfae52385a7cea1a4cdfe35@stachethemes_ec.com,,admin
6165,"Formazione generale","2025-04-17 08:30:00","2025-04-17 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-2-2-3/,0,0,public,e-67e1666930beb_e8d88e20698fb5f4de7854a02c351a53@stachethemes_ec.com,,admin
6155,"Corso Mindfulness","2025-04-09 20:00:00","2025-04-09 21:30:00",0,0,,,,"<b>Corso Mindfulness</b>

<span style=""font-weight: 400;"">Per partecipare al corso, compilare la </span><a href=""https://www.e-labo.it/wp-content/uploads/2025/03/Scheda_iscrizione_corso-minfulness.pdf"" target=""_blank"" rel=""noopener""><span style=""font-weight: 400;"">SCHEDA DI ISCRIZIONE</span></a><span style=""font-weight: 400;""> e restituirla compilata all’indirizzo e-mail e-labo@e-labo.it</span>

<span style=""font-weight: 400;""> </span>

<a href=""https://www.e-labo.it/corsi/corso-mindfulness/""><span style=""font-weight: 400;"">INFO CORSO</span></a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,Minfulness,785,,,https://www.e-labo.it/stec_event/corso-mindfulness-2-2-2-2/,0,0,public,e-67cabeb8f1b2e_0c3ffd03440c597c11ecb2f8220fb10e@stachethemes_ec.com,,admin
6154,"Corso Mindfulness","2025-04-02 20:00:00","2025-04-02 21:30:00",0,0,,,,"<b>Corso Mindfulness</b>

<span style=""font-weight: 400;"">Per partecipare al corso, compilare la </span><a href=""https://www.e-labo.it/wp-content/uploads/2025/03/Scheda_iscrizione_corso-minfulness.pdf"" target=""_blank"" rel=""noopener""><span style=""font-weight: 400;"">SCHEDA DI ISCRIZIONE</span></a><span style=""font-weight: 400;""> e restituirla compilata all’indirizzo e-mail e-labo@e-labo.it</span>

<span style=""font-weight: 400;""> </span>

<a href=""https://www.e-labo.it/corsi/corso-mindfulness/""><span style=""font-weight: 400;"">INFO CORSO</span></a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,Minfulness,785,,,https://www.e-labo.it/stec_event/corso-mindfulness-2-2-2/,0,0,public,e-67cabea37b08c_3a552562374cd0d10d7571f797dd3e07@stachethemes_ec.com,,admin
6153,"Corso Mindfulness","2025-03-26 20:00:00","2025-03-26 21:30:00",0,0,,,,"<b>Corso Mindfulness</b>

<span style=""font-weight: 400;"">Per partecipare al corso, compilare la </span><a href=""https://www.e-labo.it/wp-content/uploads/2025/03/Scheda_iscrizione_corso-minfulness.pdf"" target=""_blank"" rel=""noopener""><span style=""font-weight: 400;"">SCHEDA DI ISCRIZIONE</span></a><span style=""font-weight: 400;""> e restituirla compilata all’indirizzo e-mail e-labo@e-labo.it</span>

<span style=""font-weight: 400;""> </span>

<a href=""https://www.e-labo.it/corsi/corso-mindfulness/""><span style=""font-weight: 400;"">INFO CORSO</span></a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,Minfulness,785,,,https://www.e-labo.it/stec_event/corso-mindfulness-2-2/,0,0,public,e-67cabe80930cb_f168b77285a09bdbcf099fc28ba56d9e@stachethemes_ec.com,,admin
6152,"Corso Mindfulness","2025-03-19 20:00:00","2025-03-19 21:30:00",0,0,,,,"<b>Corso Mindfulness</b>

<span style=""font-weight: 400;"">Per partecipare al corso, compilare la </span><a href=""https://www.e-labo.it/wp-content/uploads/2025/03/Scheda_iscrizione_corso-minfulness.pdf"" target=""_blank"" rel=""noopener""><span style=""font-weight: 400;"">SCHEDA DI ISCRIZIONE</span></a><span style=""font-weight: 400;""> e restituirla compilata all’indirizzo e-mail e-labo@e-labo.it</span>

<span style=""font-weight: 400;""> </span>

<a href=""https://www.e-labo.it/corsi/corso-mindfulness/""><span style=""font-weight: 400;"">INFO CORSO</span></a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,Minfulness,785,,,https://www.e-labo.it/stec_event/corso-mindfulness-2/,0,0,public,e-67cabe14f086a_794ad98fe5ee7f70ccad342d2e392f31@stachethemes_ec.com,,admin
6151,"Corso Mindfulness","2025-03-12 20:00:00","2025-03-12 21:30:00",0,0,,,,"<b>Corso Mindfulness</b>

<span style=""font-weight: 400;"">Per partecipare al corso, compilare la </span><a href=""https://www.e-labo.it/wp-content/uploads/2025/03/Scheda_iscrizione_corso-minfulness.pdf"" target=""_blank"" rel=""noopener""><span style=""font-weight: 400;"">SCHEDA DI ISCRIZIONE</span></a><span style=""font-weight: 400;""> e restituirla compilata all’indirizzo e-mail e-labo@e-labo.it</span>

<span style=""font-weight: 400;""> </span>

<a href=""https://www.e-labo.it/corsi/corso-mindfulness/""><span style=""font-weight: 400;"">INFO CORSO</span></a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,Minfulness,785,,,https://www.e-labo.it/stec_event/corso-mindfulness/,0,0,public,e-67cab90bdcc28_bde952ff9145af30312600edd03217f8@stachethemes_ec.com,,admin
6134,"Agg. carrello elevatore","2025-04-02 08:30:00","2025-04-02 12:30:00",0,0,,,,"<strong>Corso di aggiornamento per conduttore di carrelli elevatori semoventi</strong> (4 ore) conformi al D. Lgs. n. 81/2008 e ASR 22/02/2012 sulle Attrezzature di Lavoro.

Prerequisiti: aver frequentato il corso carrelli completo e possesso dei requisiti psico-fisici
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2021/12/SGQA_MOD41_Scheda_iscrizione_AggCE.pdf"">SCHEDA DI ISCRIZIONE</a> restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a> allegando la copia del precedente attestato.

&nbsp;

<a href=""/corsi/aggiornamento-carrello-elevatore-semovente-con-conducente-a-bordo/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/aggiornamento-carrello-elevatore-5-2-5-2-2-2-2-2-3/,0,0,public,e-67b87eaaa09c0_4303365793ccf4485c06719c66050088@stachethemes_ec.com,,admin
6130,"Corso MINDFULNESS","2025-02-24 20:00:00","2025-02-24 22:00:00",0,0,,,,"<strong>Lunedì 24 febbraio 2025 ore 20.00 </strong>

<strong>Presentazione gratuita del percorso Mindfulness I° Livello</strong>

Il percorso di consapevolezza è finalizzato a:
<ul>
 	<li>migliorare la gestione delle emozioni e dello stress;</li>
 	<li>potenziare la resilienza e ridurre l’impulsività;</li>
 	<li>accrescere la stima di sé e sviluppare le proprie potenzialità;</li>
 	<li>migliorare il benessere psicofisico.</li>
</ul>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Eventi e seminari",11,,,https://www.e-labo.it/stec_event/aggiornamento-preposti-2-2-2-2-2-2-2-2-3-3-2/,0,0,public,e-67b74a85905cd_3dc6d040c3099efdaa7346dd9c4d5037@stachethemes_ec.com,,admin
6122,"Carrello elevatore","2025-04-03 08:30:00","2025-04-03 12:30:00",0,0,,,,"<span style=""color: #339966;""><strong>03 aprile ore 13.30-17.30 e 04 aprile ore 08.30-12.30 e 13.30-17.30</strong></span>

<strong>Corso per conduttore di carrelli elevatori semoventi</strong> (12 ore) conformi al D. Lgs. n. 81/2008 e ASR 22/02/2012 sulle Attrezzature di Lavoro.

Prerequisiti: aver frequentato i corsi di formazione generale e specifica e possesso dei requisiti psico-fisici
Per lo svolgimento della prova prativa è obbligatorio l’uso delle scarpe anti infortunistiche.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""/wp-content/uploads/2023/06/SGQA_MOD41_Scheda_iscrizione_CE.pdf"" target=""_blank"" rel=""noopener noreferrer"">SCHEDA DI ADESIONE</a> e restituirla compilata all'indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""/corsi/corso-carrello-elevatore-semovente-con-conducente-a-bordo/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Carrelli e attrezzature",5,,,https://www.e-labo.it/stec_event/carrello-elevatore-3-2-3-3-2-2-3/,0,0,public,e-67b35468f083a_04e9ff6fadcef0a47f34d8289a87aa0a@stachethemes_ec.com,,admin
6117,"Formazione specifica rischio alto","2025-03-12 08:30:00","2025-03-12 12:30:00",0,0,,,,"<span style=""color: #339966;""><strong>12, 19 e 26 marzo ore 08.30-12.30</strong></span>

<b>Corsi per lavoratori di FORMAZIONE SPECIFICA,</b> come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012

Prerequisiti: aver frequentato il corso di formazione generale
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-specifica-dei-lavoratori-rischio-alto/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-alto-4-2-2-2-2-3-3-2-2-2-2/,0,0,public,e-67ab4f15286d9_83f9da2e2748b8d24c75a96cc0acd4ed@stachethemes_ec.com,,admin
6116,"Formazione specifica rischio medio","2025-03-12 08:30:00","2025-03-12 12:30:00",0,0,,,,"<span style=""color: #339966;""><strong>12 e 19 marzo ore 08.30-12.30</strong></span>

<b>Corsi per lavoratori di FORMAZIONE SPECIFICA,</b> come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012

Prerequisiti: aver frequentato il corso di formazione generale
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-specifica-dei-lavoratori-rischio-medio/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-medio-4-2-2-2-2-2-2-2-2-3-2-3/,0,0,public,e-67ab4f0b8077f_a47385c04fd5ec7c7209d9b16c500707@stachethemes_ec.com,,admin
6115,"Formazione specifica rischio basso","2025-03-12 08:30:00","2025-03-12 12:30:00",0,0,,,,"<b>Corsi per lavoratori di FORMAZIONE SPECIFICA,</b> come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012

Prerequisiti: aver frequentato il corso di formazione generale
NB: Per capire quale corso di Formazione Specifica frequentare, è necessario fare riferimento alla mansione svolta ed al Codice ATECO della vs azienda, riportato sulla Visura Camerale. Contattateci per delucidazioni e/o assistenza.
E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.

Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-specifica-dei-lavoratori-rischio-basso/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-specifica-rischio-basso-4-2-2-2-2-2-2-2-2-2-2-2-2-3/,0,0,public,e-67ab4f047865d_a582d4b16f55d0e06e84d45bdb015d36@stachethemes_ec.com,,admin
6114,"Formazione generale","2025-03-05 08:30:00","2025-03-05 12:30:00",0,0,,,,"<strong>Corso di formazione GENERALE per lavoratori, </strong>come previsto dal D. Lgs. n. 81/2008 e ASR del 11/01/2012
<div class=""stec-layout-event-inner-intro-section stec-layout-event-inner-intro-desc stec-layout-event-text-fontandcolor"">

<span style=""font-size: 1rem;"">E’ richiesta la comprensione dell’italiano, almeno a livello parlato: verrà verificata attraverso un test di ingresso.</span>

</div>
Per partecipare al corso, compilare la <a href=""https://www.e-labo.it/wp-content/uploads/2023/06/E_MOD1.1_scheda_iscrizione-rev.-07-del-04-03-2023.pdf"">SCHEDA DI ISCRIZIONE</a> e restituirla compilata all’indirizzo e-mail <a href=""mailto:e-labo@e-labo.it"">e-labo@e-labo.it</a>

&nbsp;

<a href=""https://www.e-labo.it/corsi/formazione-generale-dei-lavoratori/"">INFO CORSO</a>",,"Via dell'Industria 48",Arzignano,Italia,,,physical,#145e66,fa,,0,"Corsi E_Labo",59,"Formazione lavoratori",10,,,https://www.e-labo.it/stec_event/formazione-generale-4-2-2-2-2-2-2-2-2-2-2-2-3/,0,0,public,e-67ab4efd3c6e9_5459aaaf3c4660058fd680630199bf81@stachethemes_ec.com,,admin
